settlementPeriod,T_ABRBO-1,T_ACHRW-1,T_AFTOW-1,T_AKGLW-2,T_AKGLW-3,T_ANSUW-1,T_ARCHW-1,T_BDCHW-1,T_BEATO-1,T_BEATO-2,T_BEATO-3,T_BEATO-4,T_BEINW-1,T_BHLAW-1,T_BLKWW-1,T_BLLA-1,T_BLLA-2,T_BOWLW-1,T_BPGRD-1,T_BRBEO-1,T_CARR-1,T_CARR-2,T_CASKD-1,T_CDCL-1,T_CGTHW-1,T_CLDCW-1,T_CLDNW-1,T_CLDSW-1,T_CNQPS-1,T_CNQPS-2,T_CNQPS-3,T_CNQPS-4,T_COSO-1,T_COUWW-1,T_CREAW-1,T_CRGHD-1,T_CRGHW-1,T_CRYRW-2,T_CRYRW-3,T_DALQW-1,T_DAMC-1,T_DDGNO-1,T_DDGNO-2,T_DDGNO-3,T_DDGNO-4,T_DIDCB5,T_DIDCB6,T_DINO-1,T_DINO-2,T_DINO-3,T_DINO-4,T_DINO-5,T_DINO-6,T_DNLWW-1,T_DOREW-1,T_DOREW-2,T_DOUGW-1,T_DRAXX-1,T_DRAXX-10G,T_DRAXX-12G,T_DRAXX-2,T_DRAXX-3,T_DRAXX-4,T_DRAXX-5,T_DRAXX-6,T_DRAXX-9G,T_DRSLW-1,T_DUNGW-1,T_EAAO-1,T_EAAO-2,T_EDINW-1,T_EECL-1,T_ERRO-1,T_ERRO-2,T_ERRO-3,T_EWHLW-1,T_FALGW-1,T_FASN-1,T_FASN-2,T_FFES-1,T_FFES-2,T_FFES-3,T_FFES-4,T_FINL-1,T_FOYE-1,T_FOYE-2,T_FOYED-1,T_FSDLW-1,T_GANW-11,T_GANW-13,T_GANW-22,T_GANW-24,T_GLNDO-1,T_GLWSW-1,T_GNAPW-1,T_GNFSW-1,T_GNFSW-2,T_GORDW-1,T_GORDW-2,T_GRAI-6,T_GRAI-7,T_GRAI-8,T_GRAI1G,T_GRAI4G,T_GRGBW-1,T_GRGBW-2,T_GRGBW-3,T_GRIFW-1,T_GRIFW-2,T_GYMR-15,T_GYMR-17,T_GYMR-26,T_GYMR-28,T_GYMRD-16,T_GYMRD-2,T_GYMRD-E10,T_GYMRD-E11,T_GYMRD-W10,T_GYMRD-W11,T_HADHW-1,T_HALSW-1,T_HEYM11,T_HEYM12,T_HEYM2-D,T_HEYM27,T_HEYM28,T_HMGTO-1,T_HMGTO-2,T_HOWAO-1,T_HOWAO-2,T_HOWAO-3,T_HOWBO-1,T_HOWBO-2,T_HOWBO-3,T_HRSTW-1,T_HRTL-1,T_HRTL-2,T_HUMR-1,T_HUMRD-1,T_INDQ-1,T_JGPR-1,T_KEAD-1,T_KEAD-2,T_KEADGT-3,T_KENNW-1,T_KILBW-1,T_KILLPG-1,T_KILLPG-2,T_KLGLW-1,T_KPMRW-1,T_KTHLW-1,T_KYPEW-1,T_LAGA-1,T_LARKS-1,T_LARYW-1,T_LARYW-2,T_LARYW-3,T_LARYW-4,T_LBAR-1,T_LBAR-1G,T_LNCSW-1,T_LNCSW-2,T_MEDP-1,T_MIDMW-1,T_MILWW-1,T_MKHLW-1,T_MOWEO-1,T_MOWEO-2,T_MOWEO-3,T_MRWD-1,T_MYGPW-1,T_NANT-1,T_OMNDW-1,T_PEHE-1,T_PEMB-11,T_PEMB-21,T_PEMB-31,T_PEMB-41,T_PEMB-51,T_PNYCB-1,T_PNYCW-1,T_RCBKO-1,T_RCBKO-2,T_RMPNO-1,T_RMPNO-2,T_ROCK-1,T_RREW-1,T_RRWW-1,T_RYHPS-1,T_SAKNW-1,T_SANQW-1,T_SCCL-1,T_SCCL-2,T_SCCL-3,T_SCCL-4,T_SEAB-1,T_SEAB-2,T_SEEL-1,T_SGRWO-1,T_SGRWO-2,T_SGRWO-3,T_SGRWO-4,T_SGRWO-5,T_SGRWO-6,T_SHBA-1,T_SHBA-2,T_SHRSW-1,T_SHRSW-2,T_SIZB-1,T_SIZB-2,T_SLOY-2,T_SLOY-3,T_SOKYW-1,T_SPLN-1,T_STAY-1,T_STAY-2,T_STAY-3,T_STAY-4,T_STLGW-1,T_STLGW-2,T_STLGW-3,T_STRNW-1,T_SUTB-1,T_SVRP-10,T_SVRP-20,T_TDBNW-1,T_THNTO-1,T_THNTO-2,T_TKNEW-1,T_TKNWW-1,T_TORN-1,T_TORN-2,T_TORN-D,T_TSREP-1,T_TWSHW-1,T_USKM-13,T_WBUGT-1,T_WBUGT-4,T_WBUPS-1,T_WBUPS-2,T_WBUPS-3,T_WBUPS-4,T_WBURB-1,T_WBURB-2,T_WBURB-3,T_WBURB-41,T_WBURB-43,T_WDNSO-1,T_WDNSO-2,T_WDRGW-1,T_WHIHW-1,T_WHILW-1,T_WHILW-2,T_WILCT-1,T_WISTW-2,T_WLNYO-2,T_WLNYO-3,T_WLNYO-4,T_WLNYW-1,T_WTMSO-1
33,44.3,22.82,28.006,55.54,56.644,10.924,11.336,14.69,113.564,120.34,139.204,156.65,64.184,65.574,41.23,91.122,50.624,74.254,-69.552,230.59,-1.8,-1.2,17.18,-2.88,36.274,127.16,145.762,95,-4.662,260.064,-4.032,0,-1.902,18.296,10.486,-0.01,32.98,128.574,13.566,31.422,-1.38,102.84,86.136,98.436,95.712,-2.6,-2.2,-1.5,210.9,300.1,0,299.2,158.8,14.094,9.96,9.906,34.67,0,0,0,638.86,637.38,397.786,0,0,0,45.43,82.668,315.064,338.146,20.14,-0.722,25.102,25.054,25.064,21.194,128.88,7.128,7.228,-1.316,-1.296,-1.64,2.64,16.32,0,115.3,-0.578,19.994,85.666,85.56,86,86.46,98.662,54.632,0,99.76,56.8,20.858,4.988,-0.7,0,201.4,0,0,143.88,138.446,146.216,33.728,34.776,136.68,138.32,141.76,138.46,-0.002,0,0,-0.004,0,-0.006,80.06,14.702,503.56,400.264,-53.496,649.496,544.896,106.934,109.116,398.452,393.5,396.15,399.916,438.672,425.67,60.088,586.576,585.288,683,-51.796,-2.23,1.602,-4.14,-0.814,-0.16,35.97,41.632,-1.058,-0.636,197.13,81.806,1.518,3.58,-1.4,0,139.72,132.9,152.18,163.14,-2.48,-0.12,125.648,136.968,-4.23,44.81,50.68,22.232,283.218,257,257.078,-4.6,19.162,0,93.4,0,-0.9,-0.6,-0.7,-0.5,-2.2,0.01,198.34,269.258,265.128,192.532,196.672,-2.6,67.198,88.292,-1.53,47.86,30.052,356.7,364.2,-0.7,-59.1,-4.858,-1.634,-0.268,0,0,58.368,0,49.198,98.248,399.8,105,141.344,150.634,602.24,599.94,40.768,40.716,8.428,-2.7,-0.8,-1.7,-0.7,-0.6,68.188,63.232,44.914,20.56,-0.2,-0.7,-0.4,25.556,143.2,143.2,406.412,390.976,628.472,0,-33.008,-2.004,34.172,0,0,0,0,0,0,0,366.522,212.04,428.37,-0.282,-0.17,190.348,190.468,39.744,26.598,204.458,131.08,-0.02,51.406,173.308,300.046,328.894,159.34,205.562
34,47.42,19.226,27.664,56.3,59.198,10.284,11.01,20.042,101.32,109.41,126.342,142.81,26.208,73.156,45.01,77.2,50.726,72.962,-69.902,230.67,-1.2,-0.8,18.14,-3.06,31.134,144.6,157.292,110.04,-4.536,265.482,-4.158,0,-1.99,18.862,4.132,-0.008,39.7,119.63,13.47,29.508,-1.39,102.832,86.116,98.434,95.688,-2.7,-2.1,-1.4,300.2,300,0,299.1,218.2,20.334,9.94,15.456,35.83,0,0,0,644.12,643.44,506.452,0,0,0,51.942,79.868,314.98,338.168,16.46,-0.576,25.116,25.05,25.08,26.13,97.9,14.318,17.888,75.34,89.434,50.32,89.5,16.344,0,119.6,-0.57,20.786,85.626,85.58,85.86,86.44,98.684,50.888,0,99.7,57.04,19.406,9.604,-0.7,0,283.8,0,0,144.084,138.484,145.368,45.78,49.138,136.34,138.18,141.56,138.3,-0.002,0,0,-0.006,0,-0.004,82.98,21.802,503.112,400.224,-53.264,649.736,544.192,106.934,109.076,398.512,393.48,396.05,399.706,438.666,425.812,80.058,587.008,585.008,711.6,-51.71,-2.2,3.508,-4.14,-0.808,-0.16,30.21,41.734,-1.07,-0.642,197.212,73.61,2.746,3.436,-1.6,0,136.62,127.98,146.2,156.96,-2.58,-0.12,126.224,136.984,-4.322,47.708,41.08,20.906,232.718,240.08,226.418,-5,22.958,0,93.45,0,-0.9,-0.6,-0.7,-1.1,-2.4,0.07,203.7,269.258,265.068,192.638,196.7,-2.4,68.408,89.21,-1.66,55.058,30.076,360.2,364.6,-0.8,-59.24,-3.702,-1.638,-0.27,0,0,58.414,0,49.218,98.25,470,111.2,141.342,150.634,601.76,600.4,40.752,40.728,9,-2.7,-0.7,-1.7,-0.8,-0.7,70.416,72.49,55.568,34.408,-0.4,-0.6,-0.4,26.072,143.7,143.7,406.572,390.996,626.984,0,-32.904,-2.004,33.852,0,0,0,0,0,0,0,422.772,328.06,426.716,0.308,0.224,190.928,190.528,39.336,26.646,229.274,130.26,4.49,53.158,173.366,299.928,328.974,159.22,205.662
35,35.04,14.154,25.04,59.74,69.746,12.118,10.086,19.352,96.762,108.44,85.014,103.906,25.532,48.984,44.372,59.228,44.088,72.388,-69.964,230.61,-1,-0.6,18.16,-3.06,30.438,148.8,162.318,119.38,-4.536,259.434,-4.158,0,-1.808,20.15,3.446,-0.01,40.658,122.474,13.546,32.306,-1.42,102.846,86.122,98.438,95.716,-2.6,-2.1,-1.5,236.4,300.1,0,299.1,184.5,22.524,54.76,41.458,35.094,0,0,0,640.62,640.02,578.678,0,0,0,55.764,80.748,315.072,338.066,13.2,-0.576,25.104,25.052,25.066,27.08,100.44,20.146,20.964,90.394,90.374,88.98,89.28,16.312,79.5,147.6,-0.868,21.964,85.206,84.92,85.54,85.86,98.714,55.134,0,99.66,57.04,19.48,10.284,-0.7,0,354.8,0,0,143.21,138.464,146.126,51.554,59.55,135.72,138.24,141.5,138.2,-0.002,0,0,-0.004,0,-0.004,90.84,16.092,503.392,400.072,-53.504,652.128,544.696,106.974,109.096,398.252,393.4,396.15,400.192,438.446,425.672,90.69,586.504,584.928,711.6,-51.884,-2.23,3.854,-4.04,-0.818,-0.16,29.82,41.694,-1.066,-0.638,195.08,77.748,3.376,3.568,-1.4,0,138.06,129.88,148,159.32,-2.48,-0.12,126.212,136.95,-4.36,48.998,28.34,23.34,268.958,200.26,190.078,-4.6,24.3,0,93.37,0,-0.9,-0.6,-0.7,-2.2,-1.3,0.01,199.02,269.158,265.188,192.342,196.636,-2.6,68.97,89.128,-1.56,57.722,30.064,360.2,364.7,-0.7,-59.18,-2.92,-1.654,-0.276,0,0,58.42,0,49.238,98.262,634,115.4,141.334,150.62,602.28,600.26,40.748,40.708,9.754,-2.7,-0.8,-1.7,-0.7,-0.7,64.312,65.034,59.962,24.608,0,-0.7,-0.5,26.076,142.9,142.9,404.112,390.996,629.056,0,-32.968,-1.982,36.128,0,0,0,0,0,0,0,417.42,418.04,423.75,-0.22,-0.13,190.968,190.588,39.284,26.598,229.768,135.12,7.84,50.738,173.394,299.986,328.974,159.28,204.742
36,43.4,26.92,27.71,59.2,75.418,13.586,10.766,23.138,103.576,103.212,111.264,130.188,41.558,29.924,34.79,47.508,36.054,71.334,-69.362,230.21,-1.2,-0.6,18.26,-2.88,27.882,162.24,168.83,120.5,-4.662,257.544,-4.032,0,-1.99,20.168,8.768,-0.01,45.328,124.094,13.506,31.838,-1.44,102.886,86.134,97.244,95.736,-2.7,-2,-1.4,196.2,300.1,0,299.2,152.4,21.57,73.92,60.534,37.788,0,0,0,638.86,638.48,594.302,0,0,0,62.866,65.968,315.128,338.186,10.68,-0.576,25.114,25.058,25.072,30.542,108.84,20.106,20.968,90.372,90.354,88.88,89.24,16.312,148.6,147.9,-1.09,21.98,85.384,85.28,85.58,86.26,98.748,55.052,0,99.16,54.42,16.668,8.044,-0.7,0,279,0,0,144.054,138.47,146.134,31.748,42.212,134.82,138.14,141.66,138.26,-0.002,0,0,-0.004,0,-0.004,84.52,18.188,503.44,400.544,-53.544,654.48,545.464,106.854,109.036,398.472,393.54,396.03,399.968,438.722,425.964,96.678,586.952,584.952,711.6,-53.218,-2.39,4.046,-4.14,-0.8,-0.16,27.18,32.32,-1.064,-0.642,194.736,83.618,3.8,3.59,-1.6,0,140.1,132.98,152.56,163.58,-2.48,-0.12,125.934,136.964,-4.218,49.5,25.42,23.744,277.218,236.6,226.958,-5.2,24.464,0,93.23,0,-1,-0.6,-0.7,-0.5,-0.7,0.02,198.16,269.298,265.046,192.368,195.678,-2.4,70.53,87.342,-1.6,59.374,30.076,360.3,364.6,-0.8,-59.8,-2.892,-1.656,-0.272,0,0,58.396,0,49.214,98.194,458.6,220,141.31,150.65,602.28,599.64,37.104,37.67,10.91,-2.7,-0.7,-1.7,-0.7,-0.7,45.258,45.388,45.11,25.528,-0.2,-0.7,-0.4,26.014,136.7,136.7,406.072,390.996,627.872,0,-33.056,-1.992,36.63,0,0,0,0,0,0,0,414.848,415.4,419.936,-0.288,-0.176,188.588,187.008,40.462,26.598,270.264,160.52,5.46,56.966,173.316,299.906,327.314,153.26,203.682
37,64.74,29.684,28.846,60.38,76.118,14.066,10.946,10.49,102.238,103.612,101.758,117.02,28.846,37.68,39.728,73.58,41.774,67.414,-68.68,230.27,-1,-0.4,19.02,-3.06,34.052,176.04,173.162,118.98,-4.41,228.564,-4.158,0,-1.766,20.216,2.406,-0.008,45.344,124.128,13.572,33.328,-1.41,102.806,86.104,98.436,95.68,-2.6,-2.1,-1.4,300.3,300,0,267.2,300,20.722,79.8,63.644,40.654,0,0,0,642.96,643.44,598.242,0,0,0,62.918,63.788,315.044,338.166,8.1,-0.576,25.108,25.04,25.074,34.66,104.96,20.124,20.988,90.392,90.354,88.34,89.16,16.326,148.6,147.9,-1.086,21.106,85.686,85.54,85.84,86.5,98.704,55.116,0,99.6,53.78,14.608,6.036,-0.7,0,231.5,0,0,143.222,138.482,143.676,25.768,17.076,136.32,137.9,141.6,138.38,-0.002,0,0,-0.004,0,-0.004,93.28,9.524,503.376,399.896,-53.352,652.136,542.184,104.694,105.416,398.432,393.46,396.09,399.26,438.564,425.776,79.172,587.016,584.872,711,-53.232,-2.4,3.316,-4.04,-0.728,-0.16,27.46,21.374,-1.056,-0.636,197.916,83.658,4.082,3.592,-1.6,0,141.8,133.86,152.72,163.96,-2.58,-0.12,123.398,125.324,-4.122,50.204,27.78,23.602,257.358,228.38,214.638,-5,19.112,0,83.31,0,-1,-0.6,-0.8,-0.6,-0.7,0.03,199.93,269.018,264.348,192.536,196.842,-2.6,64.046,82.688,-1.638,58.594,30.094,360.3,364.7,-0.7,-59.8,-2.908,-1.658,-0.266,0,0,58.378,0,49.208,98.226,404,271.6,141.324,150.626,602.08,600.28,0,0,10.778,-3.1,-0.8,-1.7,-0.7,-0.6,32.85,33.392,33.638,15.188,-0.2,-0.7,-0.4,25.776,102.5,102.5,406.392,391.156,628.76,0,-32.992,-1.954,36.596,0,0,0,0,0,0,0,421.98,421.92,425.574,-0.02,0.006,160.208,155.608,41.044,26.62,297.058,167.76,3.48,58.328,172.502,300.026,327.414,123.88,205.642
38,82.02,30.476,29.818,60.82,76.054,13.966,11.904,5.276,105.708,111.33,90.032,113.432,25.43,28.366,45,99.438,51.454,51.236,-68.278,227.87,-1,-0.6,18.92,-2.88,43.334,167.18,172.588,119.58,-4.536,223.272,-4.158,0,-2.09,20.194,3.652,-0.008,45.336,128.506,13.614,33.616,-1.41,102.87,86.156,98.434,95.71,-2.7,-2.2,-1.5,283.4,189.9,0,92.1,300,19.752,83.48,65.08,38.844,0,0,0,639.14,639.2,594.296,0,0,0,60.222,77.748,315.044,338.046,6.06,-0.72,25.11,25.052,25.074,36.22,115.5,20.09,20.968,37.4,52.61,2.94,46.04,16.31,148.6,147.9,-1.098,22.018,85.666,85.52,85.96,86.46,98.728,55.14,0,99.74,56.44,13.892,5.774,-0.7,0,229.2,0,0,141.814,138.514,144.128,27.302,21.688,132.44,137.44,141.64,138.3,-0.002,0,0,-0.004,0,-0.006,87.9,6.638,504.28,400.16,-53.416,653.664,542.776,106.334,107.476,398.472,393.54,396.21,400.158,438.434,425.91,78.818,587.16,585.824,712,-53.154,-2.29,3.336,-4.23,-0.734,-0.17,27.12,21.308,-1.054,-0.634,196.67,83.71,3.696,3.592,-1.4,0,140.86,133.08,152.72,160.92,-2.58,-0.12,95.708,59.082,-4.178,50.278,19.08,23.056,272.738,242.32,223.718,-5,19.836,0,57.58,0,-1,-0.7,-0.7,-0.5,-0.6,0.01,202.85,262.518,258.368,192.56,196.84,-2.4,57.12,77.552,-1.646,54.582,30.056,360.2,364.6,-0.8,-59.78,-2.894,-1.654,-0.262,0,0,58.418,0,49.23,98.238,395.8,271.4,141.36,150.636,602.44,599.7,0,0,11.46,-2.6,-0.7,-1.7,-0.8,-0.7,58.936,55.276,36.916,15.528,-0.2,-0.7,-0.4,25.842,118.9,118.9,398.012,391.256,628.688,0,-33.04,-1.944,36.716,0,0,0,0,0,0,0,415.584,416.08,420.512,-0.284,-0.172,155.788,136.248,40.95,26.594,296.544,163.66,4.21,58.48,170.996,299.846,327.374,105.44,205.662
39,82.88,31.306,31.136,61.02,76.222,13.926,11.786,5.646,110.992,114.828,114.002,117.772,25.924,36.264,39.78,96.34,52.298,46.892,-68.324,226.01,-1.2,-0.6,18.26,-2.88,45.984,160.56,167.118,109.38,-4.536,233.226,-4.032,0,-2.178,20.206,2.184,-0.008,45.016,131.966,13.614,33.018,-1.38,102.776,86.114,98.436,95.714,-3.3,-2,-1.5,267.4,33.7,0,-5.2,158.4,18.11,86.32,52.844,38.818,0,0,0,643.44,643.78,598.742,0,0,0,59.588,71.13,315.042,338.206,4.8,-2.16,25.104,25.044,25.072,34.786,141.24,20.142,20.998,-0.042,-0.042,-1.64,-0.04,16.338,148.6,136.9,-1.088,22.092,85.646,85.66,85.94,86.52,98.638,55.136,0,98.46,53.76,15.824,11.344,-0.7,0,236.5,0,0,140.044,136.718,145.404,17.476,20.356,135.9,137.58,139.92,138.34,-0.002,0,0,-0.006,0,-0.004,86.52,8.444,504.984,400.744,-53.136,652.56,540.672,106.934,109.056,398.412,393.4,395.97,399.75,438.598,425.774,68.06,586.528,584.912,711.2,-51.73,-2.13,3.246,-3.94,-0.738,-0.16,26.96,19.402,-1.07,-0.646,184.144,82.916,3.57,3.582,-1.4,0,139.18,129.12,151.86,162.08,-2.48,-0.12,90.27,61.96,-4.126,50.174,15.26,19.092,272.738,277.48,227.298,-5.2,17.846,0,57,0,-1,-2,-0.7,-0.6,-0.7,-0.49,202.74,265.658,262.848,192.65,196.832,-2.6,38.686,55.17,-1.546,48.366,30.044,360.2,364.7,-0.7,-59.5,-2.862,-1.638,-0.266,0,0,58.388,0,49.22,95.702,412.2,271.4,141.326,150.646,602.16,599.76,0,0,9.412,-2.7,-0.8,-1.7,-0.7,-0.7,52.716,51.066,34.536,14.488,-0.2,-0.7,-0.4,25.882,129,129,398.192,390.956,627.192,0,-32.856,-1.924,35.182,0,0,0,0,0,0,0,413.532,422,401.79,0.17,0.13,177.608,176.348,40.866,26.534,289.184,159.86,4.9,57.578,173.296,300.006,328.934,149.2,205.642
40,77.52,31.108,29.564,60.82,78.34,13.92,10.906,6.678,102.316,98.58,80.866,96.674,32.08,19.646,26.706,100.712,52.138,50.366,-68.64,208.65,-1,-0.4,18.16,-3.06,37.636,124.58,159.184,105.78,-6.552,233.982,-4.158,0,-1.986,20.204,1.928,-0.008,45.358,133.684,13.616,32.622,-1.38,102.81,86.138,98.422,95.702,-3.3,-2.2,-1.5,270.3,-0.5,0,55.4,45,17.722,84.92,50.152,38.418,0,0,0,644.44,644.82,599.518,0,0,0,53.616,57.23,315.23,338.166,3.36,-1.152,25.116,25.042,25.068,32.078,138.32,20.14,20.998,-0.022,-0.022,-1.64,-0.02,16.336,148.6,108.5,-1.03,22.034,85.526,85.64,85.9,86.46,98.756,54.684,0,98.02,54.98,8.062,5.142,-0.7,0,236.9,0,0,140.554,137.46,141.974,20.546,24.086,130.52,132.28,136.54,137.54,-0.002,0,0,-0.006,0,-0.004,81.7,6.684,504.624,400.504,-53.152,652.784,540.896,103.314,103.636,398.392,393.58,396.11,399.876,438.22,424.75,52.322,586.968,585.704,711.4,-51.374,-2.12,2.248,-4.14,-0.732,-0.16,26.75,21.5,-1.062,-0.638,164.64,82.382,3.476,3.584,-1.6,0,141.52,133.52,152.72,163.14,-2.5,-0.1,100.436,123.186,-4.106,49.77,21.68,8.256,218.138,243.88,191.618,-5,16.568,0,78.01,0,-1,-1.2,-0.6,-0.5,-0.7,0.03,204.5,269.198,265.126,192.64,196.786,-2.4,38.664,59.13,-1.604,54.016,30.046,360.3,364.7,-0.8,-59.36,-2.87,-1.65,-0.278,0,0,58.404,0,49.214,98.264,414.2,271.2,141.364,150.634,602.54,599.94,0,0,7.962,-2.5,-0.7,-1.7,-0.6,-0.7,58.796,57.488,39.9,12.808,-0.2,-0.7,-0.4,25.44,116.5,116.5,396.87,391.236,628.96,0,-32.88,-1.944,35.808,0,0,0,0,0,0,0,360.22,382.46,361.352,0.22,0.168,185.808,188.128,38.78,26.634,286.764,161.08,7.24,52.72,173.428,299.928,329.014,157.4,203.402
41,79.74,29.112,28.164,60.74,78.842,13.884,9.466,2.938,91.508,96.298,74.532,74.532,47.452,19.81,15.868,95.95,52.332,58.83,-69.484,183.41,-1.2,-0.6,18.58,-2.88,43.512,130.46,150.59,106.58,-7.812,147.672,-4.158,0,-2.19,20.164,1.872,-0.01,45.272,133.472,13.628,31.664,-1.36,102.842,86.118,98.456,95.704,-2.6,-2,-1.5,53.9,-0.5,0,-5.2,-0.2,17.088,80.06,50.172,37.81,0,0,0,642.9,642.56,598.068,0,0,0,51.82,57.29,315.026,338.026,1.76,-0.72,25.102,25.052,25.068,35.11,125.38,20.118,20.992,-0.042,-0.042,-1.62,-0.04,16.336,148.6,108.4,-1.038,22.01,84.624,82.92,85.9,85.22,98.702,54.632,0,99.74,55.88,7.528,4.112,-0.7,0,233.3,0,0,142.846,135.326,144.734,19.454,23.882,124.62,125.32,141.12,138.08,-0.002,0,0,-0.006,0,-0.004,54.36,5.378,505.224,400.896,-53.2,652.968,540.248,95.174,87.596,398.292,393.5,396.17,399.24,437.89,424.784,50.884,583.648,585.688,579.6,-51.52,-2.13,2.12,-4.04,-0.758,-0.16,27.3,16.026,-0.966,-0.644,138.428,81.022,3.286,3.578,-1.6,0,138.82,133.86,152.7,163.62,-2.48,-0.12,121.444,130.418,-4.08,47.76,27.52,6.86,174.858,193.8,138.558,-4.8,16.082,0,86.92,0,-2,-2.2,-0.7,-0.5,-0.7,-0.02,206.26,268.618,264.746,189.61,196.778,-2.2,45.842,67.688,-1.54,56.68,30.082,320.9,321.6,-0.7,-60.2,-2.854,-1.64,-0.282,0,0,58.39,0,49.208,98.194,405.8,248.8,141.358,150.664,602.32,600.16,38.006,36.252,8.324,-2.7,-0.7,-1.7,-0.8,-0.7,62.182,62.132,48.412,3.728,0,-0.6,-0.5,24.258,127,127,397.212,391.176,630.232,0,-33.008,-1.924,34.592,0,0,0,0,0,0,0,350.086,350.7,325.602,0.034,0.038,191.028,190.568,37.49,26.402,281.554,152.2,4.93,52.806,173.294,299.966,328.974,159.1,157.602
42,65.18,28.876,25.052,61.28,78.356,13.916,8.924,3.552,104.614,115.35,97.498,97.844,51.546,38.332,14.958,92.516,51.22,66.232,-69.046,124.87,-1,-0.6,18.26,-2.88,41.454,125.7,144.752,95.18,-7.938,-6.804,-4.032,0,-2.022,20.074,0.98,-0.01,45.09,128.714,13.566,33.682,-1.35,102.842,86.146,98.398,95.706,-2.7,-2.1,-1.4,-0.2,-0.4,0,191.6,-0.3,14.858,77.8,46.22,38.17,0,0,0,642.24,642.6,597.658,0,0,0,31.724,66.73,314.928,338.066,1.68,-0.576,25.098,25.06,25.086,32.27,124.02,20.116,20.992,-0.022,-0.022,18.72,-0.02,16.338,148.5,117,-1.064,21.864,85.646,85.62,85.84,86.52,98.698,55.022,0,99.74,57.06,9.608,3.502,-0.7,0,236.6,0,0,143.32,135.322,146.162,24.368,25.97,78.62,75.46,113.06,97.3,-0.002,0,0,-0.006,0,-0.006,40.12,6.182,504.264,400.704,-53.088,648.472,541.624,70.674,61.636,398.292,393.38,396.03,399.736,438.518,425.558,55.314,580.68,585.504,565.4,-51.552,-2.14,2.068,-4.04,-0.752,-0.16,26.79,14.076,-0.898,-0.646,136.684,79.202,2.878,3.49,-1.4,0,134.04,133.08,151.04,161.98,-2.48,-0.12,124.566,135.216,-4.13,43.448,34.98,4.766,136.098,199.94,141.558,-5.8,13.95,0,86.04,0,-2.1,-3,-0.7,-0.6,-0.7,-0.01,195.33,268.498,264.748,189.13,196.698,-2.4,49.49,74.748,-1.598,53.674,29.83,319.4,320,-0.7,-59.6,-2.876,-1.65,-0.276,0,0,58.404,0,49.226,98.22,464.8,-2.676,141.406,150.648,602.34,600.74,36.31,36.718,7.326,-2.5,-0.8,-1.6,-0.7,-0.7,55.166,59.466,42.104,2.048,-0.2,-0.7,-0.4,24.464,126.2,126.2,382.292,311.096,630.624,0,-32.96,-1.944,30.834,0,0,0,0,0,0,0,122.012,212.78,216.282,0.148,0.058,190.808,187.748,30.538,24.4,241.352,137.84,-4.63,43.242,172.918,299.286,328.794,155.12,175.882
43,53.24,20.608,20.724,60.8,77.038,13.394,6.326,3.918,78.828,97.206,91.412,106.354,37.268,43.084,26.06,76.112,49.328,68.548,-69.53,81.43,-1,-0.4,18.16,-3.06,42.488,102.8,121.684,88.56,-7.938,-5.04,-4.158,0,-2.202,20.004,0.402,-0.008,45.376,130.31,13.61,33.48,-1.34,102.78,86.104,98.45,95.69,-2.5,-2.1,-1.5,-0.3,-0.5,0,19.1,-0.2,11,68.88,32.386,38.276,0,0,0,642.16,586.56,566.286,0,0,0,32.246,65.55,315.082,337.026,2.24,-0.72,11.05,11.438,11.86,30.48,100.82,20.094,20.99,-0.042,-0.042,-1.62,-0.04,16.326,148.8,144.8,-1.074,21.82,85.666,85.56,79.66,82.3,88.948,51.86,0,99.72,57.1,4,1.702,-0.7,0,231.2,0,0,142.694,136.68,145.458,36.014,35.466,32.06,40.76,91.78,88.52,-0.002,0,0,-0.004,0,-0.004,24.5,5.288,504.024,401.256,-53.176,649.072,543.776,81.854,77.616,397.912,393.5,392.05,399.532,438.106,423.186,53.832,581.272,585.904,522,-51.6,-2.32,2.156,-4.14,-0.768,-0.16,25.29,10.39,-0.86,-0.644,115.182,78.37,2.004,3.472,-1.4,0,137.92,133.9,152.78,163.18,-2.68,-0.12,125.048,128.508,-4.124,32.05,37.4,7.368,92.638,128.78,99.238,68,15.196,0,84.93,0,-2.1,7.4,-0.7,-0.5,-1.5,-0.01,176.7,261.918,262.448,189.142,196.88,-2.2,42.498,53.198,-1.564,45.872,26.594,310.6,310.2,-0.8,-59.92,-4.02,-1.664,-0.272,0,0,58.39,0,49.212,98.226,457.8,-1.832,140.198,150.652,602.3,600.84,0,0,4.818,-2.7,-0.8,-1.7,-0.8,-0.7,61.152,66.658,52.996,1.328,-0.4,-0.7,-0.4,23.922,139.1,139.1,385.492,353.416,630.768,0,-32.992,-1.934,22.922,0,0,0,0,0,0,0,-3.236,0,183.446,-0.064,-0.086,190.928,190.608,22.186,22.972,236.374,129.54,-7.96,36.134,173.362,299.326,328.734,158.5,205.362
